key,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst
VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.833200454711914,-25.055299758911133,66,-1,U
ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.799301147499996,7630,3,U
AMH,Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.0393900871276855,37.59049987792969,3901,3,U
AXU,Axum Airport,Axum,Ethiopia,AXU,HAAX,14.14680004119873,38.77280044555664,6959,3,U
BJR,Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.608099937438965,37.32160186767578,5978,3,U
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,9.624699592590332,41.85419845581055,3827,3,U
GMB,Gambella Airport,Gambella,Ethiopia,GMB,HAGM,8.12876033782959,34.5630989074707,1614,3,U
GDQ,Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,12.51990032196045,37.433998107910156,6449,3,U
JIM,Jimma Airport,Jimma,Ethiopia,JIM,HAJM,7.66609001159668,36.81660079956055,5500,3,U
LLI,Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.975000381469727,38.97999954223633,6506,3,U
MQX,Mekele Airport,Makale,Ethiopia,MQX,HAMK,13.467399597167969,39.53350067138672,7396,3,U
ASO,Asosa Airport,Asosa,Ethiopia,ASO,HASO,10.018500328063965,34.586299896240234,5100,3,U
BJM,Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,-3.3240199089050293,29.318500518798828,2582,2,U
HGA,Egal International Airport,Hargeisa,Somalia,HGA,HCMH,9.518170356750488,44.08879852294922,4423,3,U
BBO,Berbera Airport,Berbera,Somalia,BBO,HCMI,10.389200210571289,44.94110107421875,30,3,U
KMU,Kisimayu Airport,Kismayu,Somalia,KMU,HCMK,-0.3773530125617981,42.45920181274414,49,3,U
ALY,El Nouzha Airport,Alexandria,Egypt,ALY,HEAX,31.183900833129883,29.94890022277832,-6,2,U
ABS,Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,22.375999450699997,31.611700058,616,2,U
CAI,Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190055847168,31.40559959411621,382,2,U
HRG,Hurghada International Airport,Hurghada,Egypt,HRG,HEGN,27.178300857543945,33.799400329589844,52,2,U
EGR,El Gora Airport,El Gorah,Egypt,EGR,HEGR,31.068559,34.129629,324,2,U
LXR,Luxor International Airport,Luxor,Egypt,LXR,HELX,25.670999527,32.706600189199996,294,2,U
MUH,Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,HEMM,31.3253993988,27.221700668300002,94,2,U
PSD,Port Said Airport,Port Said,Egypt,PSD,HEPS,31.279399871826172,32.2400016784668,8,2,U
SKV,St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,28.685300827,34.0625,4368,2,U
ASW,Aswan International Airport,Aswan,Egypt,ASW,HESN,23.9643993378,32.8199996948,662,2,U
ELT,El Tor Airport,El-tor,Egypt,ELT,HETR,28.208999633789062,33.64550018310547,115,2,U
EDL,Eldoret International Airport,Eldoret,Kenya,EDL,HKEL,0.4044579863548279,35.23889923095703,6941,3,U
KIS,Kisumu Airport,Kisumu,Kenya,KIS,HKKI,-0.0861390009522438,34.72890090942383,3734,3,U
KTL,Kitale Airport,Kitale,Kenya,KTL,HKKT,0.9719889760017395,34.95859909057617,6070,3,U
LOK,Lodwar Airport,Lodwar,Kenya,LOK,HKLO,3.1219699382781982,35.608699798583984,1715,3,U
LAU,Manda Airstrip,Lamu,Kenya,LAU,HKLU,-2.252419948577881,40.91310119628906,20,3,U
MBA,Mombasa Moi International Airport,Mombasa,Kenya,MBA,HKMO,-4.034830093383789,39.594200134277344,200,3,U
WIL,Nairobi Wilson Airport,Nairobi,Kenya,WIL,HKNW,-1.321720004081726,36.81480026245117,5536,3,U
WJR,Wajir Airport,Wajir,Kenya,WJR,HKWJ,1.733240008354187,40.09159851074219,770,3,U
GHT,Ghat Airport,Ghat,Libya,GHT,HLGT,25.1455993652,10.142600059500001,2296,2,N
AKF,Kufra Airport,Kufra,Libya,AKF,HLKF,24.178699493408203,23.31399917602539,1367,2,N
BEN,Benina International Airport,Benghazi,Libya,BEN,HLLB,32.096801757799994,20.2695007324,433,2,N
SEB,Sabha Airport,Sebha,Libya,SEB,HLLS,26.98699951171875,14.47249984741211,1427,2,N
TIP,Tripoli International Airport,Tripoli,Libya,TIP,HLLT,32.6635017395,13.1590003967,263,2,N
LTD,Ghadames East Airport,Ghadames,Libya,LTD,HLTD,30.15169906616211,9.715310096740723,1122,2,N
GYI,Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,-1.6771999597549438,29.258899688720703,5082,2,U
KGL,Kigali International Airport,Kigali,Rwanda,KGL,HRYR,-1.9686299562499998,30.1394996643,4859,2,U
KME,Kamembe Airport,Kamembe,Rwanda,KME,HRZA,-2.462239980697632,28.907899856567383,5192,2,U
DOG,Dongola Airport,Dongola,Sudan,DOG,HSDN,19.153900146499996,30.430099487299998,772,3,U
ELF,El Fasher Airport,El Fasher,Sudan,ELF,HSFS,13.614899635314941,25.324600219726562,2393,3,U
KSL,Kassala Airport,Kassala,Sudan,KSL,HSKA,15.387499809265137,36.328800201416016,1671,3,U
EBD,El Obeid Airport,El Obeid,Sudan,EBD,HSOB,13.153200149536133,30.23270034790039,1927,3,U
JUB,Juba International Airport,Juba,South Sudan,JUB,HSSJ,4.87201023102,31.6011009216,1513,3,U
MAK,Malakal Airport,Malakal,Sudan,MAK,HSSM,9.55897045135498,31.65220069885254,1291,3,U
KRT,Khartoum International Airport,Khartoum,Sudan,KRT,HSSS,15.589500427246094,32.553199768066406,1265,3,U
ARK,Arusha Airport,Arusha,Tanzania,ARK,HTAR,-3.3677899837493896,36.63330078125,4550,3,U
DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,HTDA,-6.87810993195,39.202598571799996,182,3,U
DOD,Dodoma Airport,Dodoma,Tanzania,DOD,HTDO,-6.170440196990967,35.752601623535156,3673,3,U
IRI,Iringa Airport,Iringa,Tanzania,IRI,HTIR,-7.668630123138428,35.75210189819336,4678,3,U
JRO,Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,-3.42940998077,37.0745010376,2932,3,U
LKY,Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,-3.376310110092163,35.81829833984375,4150,3,N
MYW,Mtwara Airport,Mtwara,Tanzania,MYW,HTMT,-10.339099884033203,40.181800842285156,371,3,U
MWZ,Mwanza Airport,Mwanza,Tanzania,MWZ,HTMW,-2.4444899559020996,32.932701110839844,3763,3,U
PMA,Pemba Airport,Pemba,Tanzania,PMA,HTPE,-5.257259845733643,39.8114013671875,80,3,U
TGT,Tanga Airport,Tanga,Tanzania,TGT,HTTG,-5.092360019683838,39.07120132446289,129,3,U
ZNZ,Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ,HTZA,-6.222020149229999,39.224899292,54,3,U
EBB,Entebbe International Airport,Entebbe,Uganda,EBB,HUEN,0.042385999113321304,32.44350051879883,3782,3,U
SRT,Soroti Airport,Soroti,Uganda,SRT,HUSO,1.7276899814605713,33.622798919677734,3697,3,U
TIA,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126,1,E
BOJ,Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,42.56959915161133,27.515199661254883,135,2,E
GOZ,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,43.15140151977539,25.712900161743164,285,2,E
PDV,Plovdiv International Airport,Plovdiv,Bulgaria,PDV,LBPD,42.067799,24.8508,597,2,E
SOF,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.696693420410156,23.411436080932617,1742,2,E
VAR,Varna Airport,Varna,Bulgaria,VAR,LBWN,43.232101,27.8251,230,2,E
LCA,Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.875099182128906,33.624900817871094,8,2,E
PFO,Paphos International Airport,Paphos,Cyprus,PFO,LCPH,34.71799850463867,32.48569869995117,41,2,E
AKT,RAF Akrotiri,Akrotiri,Cyprus,AKT,LCRA,34.590401,32.9879,76,0,E
DBV,Dubrovnik Airport,Dubrovnik,Croatia,DBV,LDDU,42.5614013671875,18.268199920654297,527,1,E
OSI,Osijek Airport,Osijek,Croatia,OSI,LDOS,45.46269989013672,18.810199737548828,290,1,E
PUY,Pula Airport,Pula,Croatia,PUY,LDPL,44.89350128173828,13.922200202941895,274,1,E
RJK,Rijeka Airport,Rijeka,Croatia,RJK,LDRI,45.21689987182617,14.570300102233887,278,1,E
SPU,Split Airport,Split,Croatia,SPU,LDSP,43.53889846801758,16.29800033569336,79,1,E
ZAG,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.7429008484,16.0687999725,353,1,E
ZAD,Zemunik Airport,Zadar,Croatia,ZAD,LDZD,44.108299255371094,15.346699714660645,289,1,E
ALC,Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219985961914,-0.5581560134887695,142,1,E
LEI,Almería International Airport,Almeria,Spain,LEI,LEAM,36.84389877319336,-2.3701000213623047,70,1,E
OVD,Asturias Airport,Aviles,Spain,OVD,LEAS,43.5635986328125,-6.0346198081970215,416,1,E
ODB,Córdoba Airport,Cordoba,Spain,ODB,LEBA,37.84199905395508,-4.848879814147949,297,1,E
BIO,Bilbao Airport,Bilbao,Spain,BIO,LEBB,43.30110168457031,-2.9106099605560303,138,1,E
BCN,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.297100067139,2.0784599781036,12,1,E
BJZ,Badajoz Airport,Badajoz,Spain,BJZ,LEBZ,38.891300201416016,-6.8213300704956055,609,1,E
LCG,A Coruña Airport,La Coruna,Spain,LCG,LECO,43.302101135253906,-8.377260208129883,326,1,E
GRO,Girona Airport,Gerona,Spain,GRO,LEGE,41.901000977,2.7605500221,468,1,E
GRX,Federico Garcia Lorca Airport,Granada,Spain,GRX,LEGR,37.18870162963867,-3.777359962463379,1860,1,E
IBZ,Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.872898101800004,1.3731199502899998,24,1,E
XRY,Jerez Airport,Jerez,Spain,XRY,LEJR,36.744598388671875,-6.060110092163086,93,1,E
MJV,San Javier Airport,Murcia,Spain,MJV,LELC,37.775001525878906,-0.8123890161514282,11,1,E
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998,1,E
AGP,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005493164,-4.499110221862793,53,1,E
MAH,Menorca Airport,Menorca,Spain,MAH,LEMH,39.86259841918945,4.218649864196777,302,1,E
OZP,Moron Air Base,Sevilla,Spain,OZP,LEMO,37.17490005493164,-5.615940093994141,285,1,E
PNA,Pamplona Airport,Pamplona,Spain,PNA,LEPP,42.77000045776367,-1.6463299989700317,1504,1,E
REU,Reus Air Base,Reus,Spain,REU,LERS,41.14739990234375,1.1671700477600098,233,1,E
SLM,Salamanca Airport,Salamanca,Spain,SLM,LESA,40.95209884643555,-5.501989841461182,2595,1,E
EAS,San Sebastian Airport,San Sebastian,Spain,EAS,LESO,43.35649871826172,-1.7906099557876587,16,1,E
SCQ,Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630126953125,-8.415140151977539,1213,1,E
LEU,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,LEU,LESU,42.3386,1.40917,2625,1,E
TOJ,Torrejón Airport,Madrid,Spain,TOJ,LETO,40.496700286865234,-3.4458699226379395,2026,1,E
VLC,Valencia Airport,Valencia,Spain,VLC,LEVC,39.48929977416992,-0.4816249907016754,240,1,E
VLL,Valladolid Airport,Valladolid,Spain,VLL,LEVD,41.7061004639,-4.85194015503,2776,1,E
VIT,Vitoria/Foronda Airport,Vitoria,Spain,VIT,LEVT,42.8828010559082,-2.7244699001312256,1682,1,E
VGO,Vigo Airport,Vigo,Spain,VGO,LEVX,42.2318000793457,-8.62677001953125,856,1,E
SDR,Santander Airport,Santander,Spain,SDR,LEXJ,43.427101135253906,-3.82000994682312,16,1,E
ZAZ,Zaragoza Air Base,Zaragoza,Spain,ZAZ,LEZG,41.66619873046875,-1.0415500402450562,863,1,E
SVQ,Sevilla Airport,Sevilla,Spain,SVQ,LEZL,37.417999267578125,-5.8931097984313965,112,1,E
CQF,Calais-Dunkerque Airport,Calais,France,CQF,LFAC,50.962100982666016,1.954759955406189,12,1,E
LTQ,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,LFAT,50.517398834228516,1.6205899715423584,36,1,E
AGF,Agen-La Garenne Airport,Agen,France,AGF,LFBA,44.17470169067383,0.5905560255050659,204,1,E
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.828300476100004,-0.715556025505,162,1,E
EGC,Bergerac-Roumanière Airport,Bergerac,France,EGC,LFBE,44.82529830932617,0.5186110138893127,171,1,E
CNG,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,LFBG,45.65829849243164,-0.3174999952316284,102,1,E
PIS,Poitiers-Biard Airport,Poitiers,France,PIS,LFBI,46.58769989013672,0.30666598677635193,423,1,E
MCU,Montluçon-Guéret Airport,Montlucon-gueret,France,MCU,LFBK,46.222599029541016,2.363960027694702,1497,1,E
LIG,Limoges Airport,Limoges,France,LIG,LFBL,45.86280059814453,1.1794400215148926,1300,1,E
NIT,Niort-Souché Airport,Niort,France,NIT,LFBN,46.313477,-0.394529,203,1,E
TLS,Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.629101,1.36382,499,1,E
PUF,Pau Pyrénées Airport,Pau,France,PUF,LFBP,43.380001068115234,-0.41861099004745483,616,1,E
LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,LFBT,43.1786994934082,-0.006438999902456999,1260,1,E
ANG,Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,LFBU,45.72919845581055,0.22145600616931915,436,1,E
BVE,Toul Rosières Air Base,Brive,France,BVE,LFSL,48.780001,5.980003,936,1,E
PGX,Périgueux-Bassillac Airport,Perigueux,France,PGX,LFBX,45.19810104370117,0.815555989742279,328,1,E
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,LFBZ,43.4683333,-1.5311111,245,1,E
XAC,Arcachon-La Teste-de-Buch Airport,Arcachon,France,XAC,LFCH,44.596401,-1.11083,49,1,E
LBI,Albi-Le Séquestre Airport,Albi,France,LBI,LFCI,43.91389846801758,2.1130599975585938,564,1,E
DCM,Castres-Mazamet Airport,Castres,France,DCM,LFCK,43.55630111694336,2.289180040359497,788,1,E
RDZ,Rodez-Marcillac Airport,Rodez,France,RDZ,LFCR,44.407901763916016,2.4826700687408447,1910,1,E
RYN,Royan-Médis Airport,Royan,France,RYN,LFCY,45.62810134887695,-0.9725000262260437,72,1,E
RCO,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,LFDN,45.88779830932617,-0.9830560088157654,60,1,E
CMR,Colmar-Houssen Airport,Colmar,France,CMR,LFGA,48.109901428222656,7.359010219573975,628,1,E
DLE,Dole-Tavaux Airport,Dole,France,DLE,LFGJ,47.042686,5.435061,645,1,E
OBS,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,44.5442008972,4.37218999863,923,1,E
LPY,Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,45.0806999206543,3.762890100479126,2731,1,E
XBK,Bourg-Ceyzériat Airport,Bourg,France,XBK,LFHS,46.20090103149414,5.292029857635498,857,1,E
XVF,Villefranche-Tarare Airport,Vilefrance,France,XVF,LFHV,45.919983,4.634931,1076,1,E
XMU,Moulins-Montbeugny Airport,Moulins,France,XMU,LFHY,46.53459930419922,3.423719882965088,915,1,E
ETZ,Metz-Nancy-Lorraine Airport,Metz,France,ETZ,LFJL,48.9821014404,6.25131988525,870,1,E
BIA,Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.55270004272461,9.48373031616211,26,1,E
CLY,Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,42.5244444,8.7930556,209,1,E
FSC,Figari Sud-Corse Airport,Figari,France,FSC,LFKF,41.5005989074707,9.097780227661133,87,1,E
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,LFKJ,41.92359924316406,8.8029203414917,18,1,E
SOZ,Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.924400329589844,9.406000137329102,28,1,E
AUF,Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.85020065307617,3.497109889984131,523,1,E
CMF,Chambéry-Savoie Airport,Chambery,France,CMF,LFLB,45.638099670410156,5.880229949951172,779,1,E
CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,45.7867012024,3.1691699028,1090,1,E
BOU,Bourges Airport,Bourges,France,BOU,LFLD,47.058101654052734,2.3702800273895264,529,1,E
XCD,Chalon-Champforgeuil Airport,Chalon,France,XCD,LFLH,46.82609939575195,4.817629814147949,623,1,E
QNJ,Annemasse Airport,Annemasse,France,QNJ,LFLI,46.1920013428,6.268390178680001,1620,1,E
LYS,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.7255556,5.0811111,821,1,E
QNX,Mâcon-Charnay Airport,Macon,France,QNX,LFLM,46.295101,4.79577,728,1,E
RNE,Roanne-Renaison Airport,Roanne,France,RNE,LFLO,46.05830001831055,4.001389980316162,1106,1,E
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,45.9308333,6.1063889,1521,1,E
GNB,Grenoble-Isère Airport,Grenoble,France,GNB,LFLS,45.36289978027344,5.329370021820068,1302,1,E
VAF,Valence-Chabeuil Airport,Valence,France,VAF,LFLU,44.9216,4.9699,525,1,E
VHY,Vichy-Charmeil Airport,Vichy,France,VHY,LFLV,46.169700622558594,3.4037399291992188,817,1,E
AUR,Aurillac Airport,Aurillac,France,AUR,LFLW,44.89139938354492,2.4219400882720947,2096,1,E
CHR,Châteauroux-Déols Marcel Dassault Airport,Chateauroux,France,CHR,LFLX,46.86027778,1.7211111,529,1,E
LYN,Lyon-Bron Airport,Lyon,France,LYN,LFLY,45.72719955444336,4.944270133972168,659,1,E
QXB,Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,QXB,LFMA,43.5056,5.36778,367,1,E
CEQ,Cannes-Mandelieu Airport,Cannes,France,CEQ,LFMD,43.54199981689453,6.953479766845703,13,1,E
EBU,Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,LFMH,45.54059982299805,4.296390056610107,1325,1,E
CCF,Carcassonne Airport,Carcassonne,France,CCF,LFMK,43.215999603271484,2.3063199520111084,433,1,E
MRS,Marseille Provence Airport,Marseille,France,MRS,LFML,43.439271922,5.22142410278,74,1,E
NCE,Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,43.6584014893,7.215869903560001,12,1,E
PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF,LFMP,42.74039840698242,2.8706700801849365,144,1,E
CTT,Le Castellet Airport,Le Castellet,France,CTT,LFMQ,43.252498626708984,5.785190105438232,1391,1,E
MPL,Montpellier-Méditerranée Airport,Montpellier,France,MPL,LFMT,43.57619857788086,3.96301007270813,17,1,E
BZR,Béziers-Vias Airport,Beziers,France,BZR,LFMU,43.32350158691406,3.3538999557495117,56,1,E
AVN,Avignon-Caumont Airport,Avignon,France,AVN,LFMV,43.90729904174805,4.901830196380615,124,1,E
MEN,Mende-Brenoux Airport,Mende,France,MEN,LFNB,44.50210189819336,3.532819986343384,3362,1,E
BVA,Paris Beauvais Tillé Airport,Beauvais,France,BVA,LFOB,49.45439910888672,2.1127800941467285,359,1,E
LEH,Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,49.53390121459961,0.08805599808692932,313,1,E
ORE,Orléans-Bricy (BA 123) Air Base,Orleans,France,ORE,LFOJ,47.9878005981,1.7605600357100002,412,1,E
XCR,Châlons-Vatry Air Base,Chalons,France,XCR,LFOK,48.776100158691406,4.184490203857422,587,1,E
URO,Rouen Airport,Rouen,France,URO,LFOP,49.38420104980469,1.1748000383377075,512,1,E
TUF,Tours-Val-de-Loire Airport,Tours,France,TUF,LFOT,47.4322013855,0.727605998516,357,1,E
CET,Cholet Le Pontreau Airport,Cholet,France,CET,LFOU,47.08209991455078,-0.8770639896392822,443,1,E
LVA,Laval-Entrammes Airport,Laval,France,LVA,LFOV,48.03139877319336,-0.7429860234260559,330,1,E
LBG,Paris-Le Bourget Airport,Paris,France,LBG,LFPB,48.969398498535156,2.441390037536621,218,1,E
CSF,Creil Air Base,Creil,France,CSF,LFPC,49.253501892089844,2.5191400051116943,291,1,E
CDG,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.0127983093,2.54999995232,392,1,E
TNF,Toussus-le-Noble Airport,Toussous-le-noble,France,TNF,LFPN,48.75189971923828,2.1061899662017822,538,1,E
ORY,Paris-Orly Airport,Paris,France,ORY,LFPO,48.7233333,2.3794444,291,1,E
POX,Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,POX,LFPT,49.0966667,2.0408333,325,1,E
QYR,Troyes-Barberey Airport,Troyes,France,QYR,LFQB,48.32210159301758,4.01669979095459,388,1,E
NVS,Nevers-Fourchambault Airport,Nevers,France,NVS,LFQG,47.002601623535156,3.1133298873901367,602,1,E
LIL,Lille-Lesquin Airport,Lille,France,LIL,LFQQ,50.563332,3.086886,157,1,E
BES,Brest Bretagne Airport,Brest,France,BES,LFRB,48.447898864746094,-4.418540000915527,325,1,E
CER,Cherbourg-Maupertus Airport,Cherbourg,France,CER,LFRC,49.65010070800781,-1.4702800512313843,459,1,E
DNR,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,LFRD,48.58769989013672,-2.0799601078033447,219,1,E
GFR,Granville Airport,Granville,France,GFR,LFRF,48.88309860229492,-1.564170002937317,45,1,E
DOL,Deauville-Saint-Gatien Airport,Deauville,France,DOL,LFRG,49.3652992249,0.154305994511,479,1,E
LRT,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,LFRH,47.76060104370117,-3.440000057220459,160,1,E
EDM,La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,LFRI,46.701900482177734,-1.3786300420761108,299,1,E
CFR,Caen-Carpiquet Airport,Caen,France,CFR,LFRK,49.173301696777344,-0.44999998807907104,256,1,E
LME,Le Mans-Arnage Airport,Le Mans,France,LME,LFRM,47.94860076904297,0.20166699588298798,194,1,E
RNS,Rennes-Saint-Jacques Airport,Rennes,France,RNS,LFRN,48.069499969499994,-1.73478996754,124,1,E
LAI,Lannion-Côte de Granit Airport,Lannion,France,LAI,LFRO,48.754398345947266,-3.4716598987579346,290,1,E
UIP,Quimper-Cornouaille Airport,Quimper,France,UIP,LFRQ,47.974998474121094,-4.167789936065674,297,1,E
NTE,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.153198242200006,-1.61073005199,90,1,E
SBK,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,LFRT,48.5378,-2.85444,453,1,E
MXN,Morlaix-Ploujean Airport,Morlaix,France,MXN,LFRU,48.6031990051,-3.81577992439,272,1,E
VNE,Vannes-Meucon Airport,Vannes,France,VNE,LFRV,47.72330093383789,-2.718559980392456,446,1,E
SNR,Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,47.3105556,-2.1566667,13,1,E
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,LFSB,47.59,7.5291667,885,1,E
DIJ,Dijon-Bourgogne Airport,Dijon,France,DIJ,LFSD,47.268901825,5.09000015259,726,1,E
MZM,Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,LFSF,49.07170104980469,6.131669998168945,629,1,E
EPL,Épinal-Mirecourt Airport,Epinal,France,EPL,LFSG,48.32500076293945,6.069980144500732,1084,1,E
ENC,Nancy-Essey Airport,Nancy,France,ENC,LFSN,48.692100524902344,6.230460166931152,751,1,E
RHE,Reims-Champagne (BA 112) Air Base,Reims,France,RHE,LFSR,49.310001,4.05,312,1,E
SXB,Strasbourg Airport,Strasbourg,France,SXB,LFST,48.538299560546875,7.628230094909668,505,1,E
TLN,Toulon-Hyères Airport,Hyeres,France,TLN,LFTH,43.0973014832,6.14602994919,7,1,E
FNI,Nîmes-Arles-Camargue Airport,Nimes,France,FNI,LFTW,43.75740051269531,4.4163498878479,309,1,E
MQC,Miquelon Airport,Miquelon,Saint Pierre and Miquelon,MQC,LFVM,47.095500946,-56.3802986145,10,-3,U
FSP,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,LFVP,46.762901306152344,-56.173099517822266,27,-3,U
PYR,Andravida Air Base,Andravida,Greece,PYR,LGAD,37.9207,21.292601,55,2,E
AGQ,Agrinion Air Base,Agrinion,Greece,AGQ,LGAG,38.602001,21.3512001,154,2,E
AXD,Dimokritos Airport,Alexandroupolis,Greece,AXD,LGAL,40.855899810791016,25.956300735473633,24,2,E
VOL,Nea Anchialos Airport,Nea Anghialos,Greece,VOL,LGBL,39.219600677490234,22.794300079345703,83,2,E
JKH,Chios Island National Airport,Chios,Greece,JKH,LGHI,38.34320068359375,26.140600204467773,15,2,E
IOA,Ioannina Airport,Ioannina,Greece,IOA,LGIO,39.6963996887207,20.822500228881836,1558,2,E
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.3396987915,25.180299758900002,115,2,E
KSO,Kastoria National Airport,Kastoria,Greece,KSO,LGKA,40.4463005066,21.2821998596,2167,2,E
KIT,Kithira Airport,Kithira,Greece,KIT,LGKC,36.2742996216,23.0170001984,1045,2,E
EFL,Kefallinia Airport,Keffallinia,Greece,EFL,LGKF,38.12009811401367,20.500499725341797,59,2,E
KLX,Kalamata Airport,Kalamata,Greece,KLX,LGKL,37.06829833984375,22.02549934387207,26,2,E
KGS,Kos Airport,Kos,Greece,KGS,LGKO,36.79330062866211,27.091699600219727,412,2,E
AOK,Karpathos Airport,Karpathos,Greece,AOK,LGKP,35.4213981628418,27.145999908447266,66,2,E
CFU,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,LGKR,39.601898193359375,19.911699295043945,6,2,E
KSJ,Kasos Airport,Kasos,Greece,KSJ,LGKS,35.4213981628,26.909999847399998,35,2,E
KVA,Alexander the Great International Airport,Kavala,Greece,KVA,LGKV,40.913299560546875,24.619199752807617,18,2,E
KZI,Filippos Airport,Kozani,Greece,KZI,LGKZ,40.28609848022461,21.84079933166504,2059,2,E
LRS,Leros Airport,Leros,Greece,LRS,LGLE,37.184898376499994,26.8003005981,39,2,E
LXS,Limnos Airport,Limnos,Greece,LXS,LGLM,39.917098999,25.236299514799995,14,2,E
LRA,Larisa Airport,Larissa,Greece,LRA,LGLR,39.650253,22.4655,241,2,E
JMK,Mikonos Airport,Mykonos,Greece,JMK,LGMK,37.43510055541992,25.348100662231445,405,2,E
MJT,Mytilene International Airport,Mytilini,Greece,MJT,LGMT,39.0567016602,26.5983009338,60,2,E
PVK,Aktion National Airport,Preveza,Greece,PVK,LGPZ,38.925498962402344,20.765300750732422,11,2,E
RHO,Diagoras Airport,Rhodos,Greece,RHO,LGRP,36.405399322509766,28.086200714111328,17,2,E
GPA,Araxos Airport,Patras,Greece,GPA,LGRX,38.1511,21.4256,46,2,E
CHQ,Chania International Airport,Chania,Greece,CHQ,LGSA,35.531700134277344,24.149700164794922,490,2,E
JSI,Skiathos Island National Airport,Skiathos,Greece,JSI,LGSK,39.177101135253906,23.503700256347656,54,2,E
